tx	gene_id	SRX17661462	SRX17661463	SRX17661464	SRX17661465	SRX17661466	SRX17661467	SRX17661468	SRX17661469	SRX17661470	SRX17661471	SRX17661472	SRX17661473	SRX17661474	SRX17661475	SRX17661476	SRX17661477	SRX17661478	SRX17661479	SRX17661480	SRX17661481	SRX17661482	SRX17661483	SRX17661484	SRX17661485	SRX17661486	SRX17661487	SRX17661488	SRX17661489	SRX17661490	SRX17661491	SRX17661492	SRX17661493	SRX17661494	SRX17661495	SRX17661496	SRX17661497	SRX17661498	SRX17661499	SRX17661500	SRX17661501	SRX17661502	SRX17661503	SRX17661504	SRX17661505	SRX17661506	SRX17661507	SRX17661508	SRX17661509	SRX3196051	SRX3196052
g10050.t1	g10050	0.225115	0.603657	0	1.428775	0.770703	0	0.709966	0.810992	0.256543	0.447733	0.181031	0.329495	0.791144	0	0.115134	0.466337	4.160432	104.269083	136.95855	8.807302	10.508663	12.460364	1.34017	2.384672	20.815033	0.287157	0.68517	0	0	1.322662	0	0.543861	0	20.490768	25.049461	0	2.850326	0	0	4.007765	0	0	0.563907	0.741195	1.90787	22.945298	0.415039	18.964463	0	0
g10051.t1	g10051	0	0.151449	0.371108	0.188618	0.038171	0.743482	0.447541	0.068199	0.249906	0.07168	0	0.368771	0.864077	1.781687	1.552651	0.869306	0.519254	0	0.736878	2.301402	2.66658	5.174049	0.166763	0.914431	0.183378	0.712566	0.309349	0	0	0.084267	0.547381	0.49423	0.298475	5.976463	0.582947	0.471188	0	0.9173	0	0	0.331768	0	0.091018	0.374748	0.583422	0	0	0.441364	0	0
g10052.t1	g10052	97.903587	122.028579	148.236925	108.131214	99.284633	131.2951	90.817907	109.368666	106.768158	81.744974	70.790842	85.867158	84.335988	37.477189	32.972811	49.695582	56.133558	63.680514	65.067629	40.421205	67.899823	71.168921	50.623246	32.225712	66.219256	81.669741	106.318904	106.121395	17.495749	111.137695	87.520307	74.935402	87.134012	15.904269	54.081346	37.587108	52.546516	67.754809	85.383967	90.937804	37.562319	55.641339	48.063292	61.468871	84.038437	69.240578	99.423634	72.749733	119.132529	90.806262
g10053.t1	g10053	0.533591	0.541239	0.250105	0.493999	0.586302	0.387389	0.369881	0.450017	0.370466	0.213753	0.146572	0.168931	0.255065	2.383032	0.872662	1.429877	1.743208	5.325496	1.207545	5.600424	6.954076	9.919864	1.718702	1.342597	0.655393	0.531671	0.353129	0.463336	0.065755	0.529172	0.36603	0.20425	0.200001	12.040627	2.886678	1.184572	2.340064	0	1.743946	1.820569	0.461658	1.233048	0.669703	1.350359	1.092639	1.251881	0.547223	0.826566	5.234381	1.288382
g10054.t1	g10054	0	0	0	0.566258	0	0	0	0.50202	0	1.298892	2.254869	0.322877	87.692566	99.921501	97.001944	95.342965	157.571965	0	26.462926	116.006847	98.69518	34.256749	42.862476	9.887591	30.340958	0	3.60922	4.795514	3.10956	1.191521	4.258077	1.162687	0	71.937703	15.520165	21.377959	24.486201	0	15.034687	33.690551	43.108032	30.806064	26.482903	19.70874	25.428499	9.173705	8.434963	7.095333	0	0
g10055.t1	g10055	0.225047	0.511824	0	0.086737	0.103971	1.340734	0.204327	0.275705	0.300615	2.28449	5.69719	5.39944	190.877822	418.979357	90.816125	319.925136	356.209614	126.537712	166.736046	249.840843	257.868629	62.34394	81.980824	160.235701	218.749938	0.484633	1.394147	2.435875	2.792612	0.338691	1.48663	3.543029	2.420833	184.106476	132.13688	146.875788	143.459401	4.983747	168.802536	191.020627	234.887281	275.751732	284.733518	274.386956	32.002094	157.4378	84.838733	175.270079	27.590969	85.765559
g10056.t1	g10056	0	0	0	0	0	0	0	0.332375	0.339514	0	0	0	0	0	0.317855	2.383815	0	0	0	5.357867	6.444376	11.380858	0	3.151214	0	0.366995	0	0	0	0.79835	0	0	0	22.144046	0	0	0	0	0	0	1.771734	0	0	0	0	0	0	0	0	0
g10057.t1	g10057	54.251515	47.50348	125.598892	81.267548	72.04353	195.261666	78.392596	74.891784	121.355389	91.95054	91.715048	100.168558	99.066847	39.738558	35.94434	54.84675	38.850859	54.678137	59.797795	68.063639	79.089877	74.04854	30.697846	30.801968	33.586412	90.277504	71.969348	173.016601	10.528165	80.919739	171.848491	89.99444	159.629825	20.803843	33.96534	46.905796	33.724818	63.994909	53.989493	52.933994	20.271894	33.618761	26.471098	33.574824	65.555595	54.964994	71.665219	42.41065	122.252263	98.962727
g10058.t1	g10058	167.662469	181.612939	143.7307	167.137533	198.944664	115.807397	182.130512	191.941299	154.771241	143.632697	130.748476	135.923335	119.364264	28.056436	48.353141	34.087771	44.426738	35.143928	65.501803	45.169491	50.321184	47.566909	40.877662	34.559813	67.917974	184.151406	197.577718	123.681622	49.347414	200.052971	128.308238	142.064691	108.984872	16.47632	50.930278	41.071816	41.475419	109.167191	74.825641	79.658046	42.923354	31.704548	38.109423	42.50217	73.048	66.193247	90.355239	75.714904	35.515218	73.598539
g10059.t1	g10059	121.553677	160.42565	95.860947	165.983865	153.134585	120.09411	142.525234	199.265966	214.95691	163.200105	147.936884	171.273355	145.705757	49.248132	51.395525	48.588811	34.724884	63.988458	47.672314	49.032919	61.452113	40.67225	51.142359	54.093278	58.813375	145.434642	196.350058	113.46292	55.075223	189.795229	132.988989	165.046253	111.170563	9.875038	59.653048	43.020673	72.098386	128.785578	87.438877	90.735121	48.458179	45.719786	54.429329	45.854922	88.022875	62.947162	87.681428	60.74686	169.600276	129.968584
g1006.t1	g1006	4.481058	2.615367	7.157481	7.983636	6.285804	10.957293	11.712909	10.874522	21.3125	34.899875	45.175778	40.632015	17.711895	17.710126	19.636807	23.166319	27.277353	21.826805	11.932435	17.450173	12.875342	15.774386	13.376121	9.78436	8.124281	18.68073	25.168196	39.959555	11.142266	16.672052	46.175849	37.854595	65.975196	11.712865	10.752662	16.368417	12.401029	55.819021	14.525488	12.832402	18.0419	14.746004	15.599063	16.033775	8.571026	10.400941	5.653758	6.919837	0	1.119517
g10060.t1	g10060	37.319207	34.230408	29.459557	33.455156	29.597314	30.581299	30.60484	24.751476	23.336539	25.36856	21.902563	28.770849	26.095231	10.793492	21.40657	21.190296	14.174113	20.710569	28.801292	24.321003	21.340534	24.131392	13.856912	18.169322	22.215302	31.767269	23.449341	21.558461	8.909087	22.023506	20.467504	24.367039	19.830974	13.851786	18.686679	19.248115	21.653513	7.622285	36.66025	32.414488	18.427963	11.251991	18.560661	19.998439	30.920424	24.639483	37.702082	27.422774	22.008568	23.754466
g10061.t1	g10061	3243.604902	1169.92045	1252.23512	2650.296045	938.430061	563.887459	2534.170651	694.740147	1134.430462	814.504393	621.646206	847.20965	1654.815241	50.824209	55.924576	37.678867	39.340442	1058.263477	1257.210825	210.059901	575.04181	115.119305	372.71052	864.191626	573.274337	2408.239272	576.127587	271.929438	1026.964398	528.016065	245.691662	927.939065	230.060837	207.551491	889.324245	596.42197	1024.670481	552.639242	1260.077119	1321.048686	112.387406	92.345108	391.825695	256.926462	2737.357557	1372.362563	2050.878019	1711.30673	2275.646844	1907.79947
g10062.t1	g10062	101.812388	128.693814	115.955795	90.278412	105.391599	125.756198	95.19941	71.92678	62.092166	32.366656	27.02501	32.907369	64.36706	7.300187	14.20319	14.910027	7.294128	63.480302	65.671123	18.818289	43.872991	17.777553	24.657915	26.6063	49.427516	96.941847	59.630482	66.448867	39.499182	76.781509	40.465285	33.326399	38.617763	39.844618	43.87575	19.400967	24.841084	32.302841	59.449774	64.702329	17.440529	14.062481	19.426341	27.344564	29.169947	57.168828	89.637507	56.573524	18.831447	71.545089
g10063.t1	g10063	115.090793	170.923684	205.904956	111.501674	183.773069	202.403114	129.707436	162.394141	173.323336	181.205702	172.567806	184.141068	214.797335	39.339972	76.864735	100.511194	78.29347	64.053594	69.334511	88.3217	122.84868	121.907047	67.181377	55.794746	67.198812	183.240832	219.01557	221.531517	90.700284	233.248796	265.091375	185.585081	302.546379	52.004281	63.422392	85.821778	56.09962	97.840431	108.383289	99.608999	89.048705	59.615493	71.496999	56.588166	92.621558	100.334217	127.351133	92.539823	91.689198	145.145334
g10064.t1	g10064	73.71729	81.69089	104.074333	101.103807	93.16685	125.120478	87.280975	131.240805	136.988034	124.22104	133.889773	136.719851	80.148584	20.445891	30.181031	27.878993	36.676825	47.422303	41.970555	35.484511	40.570297	38.030362	47.210669	16.616991	33.756507	79.089688	136.198594	154.152681	15.723029	120.333534	146.672285	122.863824	154.918873	10.805306	39.691893	18.085273	32.28549	72.545088	62.200419	57.30091	12.37696	49.996056	19.32502	34.739314	59.299974	38.292135	52.896064	47.279844	101.467497	94.961596
g10065.t1	g10065	0	0	1.438836	0	0	0	0.201583	0.403066	0.063733	0.296579	0	0.409353	0.524263	1.413459	0.343147	1.853932	0	125.388343	146.342199	18.664929	7.834574	15.377122	0	2.567051	18.469972	0.428094	0.817234	0	0	0.164354	0	0	0	24.220371	12.447975	2.604436	2.832165	0	3.56154	1.991248	1.344425	0	1.02728	1.47352	0	21.688933	0.412463	10.60212	0	0
g10066.t1	g10066	0	0.353328	0	0	0	0	0	0	0	0	0	0	0	0	0	0.561033	0	127.805871	143.467801	15.957262	18.264565	9.791924	0	4.197074	3.62409	0	0	0	0	0	0	0	0	18.282664	9.41795	0	0	0	0	0	0	0	0	0	0	12.467114	1.012509	9.99207	0	0
g10067.t1	g10067	0	0	0	0	0	0	0	0.086239	0	0	0.113522	0	0	0	0	0.295384	1.320395	0	0.311385	3.495699	3.361918	4.695364	0	0.621454	0	0	0	0	0	0	0	0	0	10.574135	0	0.815599	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g10068.t1	g10068	0.670367	0.167434	0	0.211553	0.084848	0	0.499408	0.827515	0.943656	0.806475	0.493243	0.818258	0.146691	0.582767	0.06166	0.643161	2.301006	0	0.633472	9.978177	13.206337	14.480782	0.739871	1.349307	334.35408	0.553888	2.35626	0.662282	0	2.036521	0.607108	0.738739	1.319893	24.278269	200.656542	8.844268	9.648711	0	22.137074	20.175134	1.110513	0.656779	4.287135	2.065155	0	107.092275	9.326776	64.032654	0	3.77388
g10069.t1	g10069	0.059724	0.02097	0.412427	0.034639	0.063299	0.137238	0	0.037803	0.146418	0.039446	0.364619	0.181311	1.952393	14.815082	11.084149	7.371936	10.057715	3.76729	1.904682	21.517168	13.683713	8.746253	4.151212	1.60426	2.532683	0.078801	0.171322	0	0	0.02339	0	0.199713	0.330615	4.541586	3.545781	2.678503	5.106421	4.059226	3.208941	2.147217	7.966083	4.179722	2.482282	2.493424	1.416444	2.181133	1.296084	1.138945	0	2.136521
g1007.t1	g1007	254.898816	307.818794	139.881025	177.906241	257.70975	181.514587	207.251835	215.738963	172.429601	166.518702	157.695077	152.896106	126.303118	125.842051	153.678096	182.938951	176.723721	117.356754	99.663712	92.182512	88.656226	136.034018	185.953506	203.23096	225.965052	147.220474	199.508783	151.881258	363.230089	209.832023	137.345286	145.310094	134.617613	291.495911	190.69502	207.53318	160.426293	153.748898	124.13938	135.998226	164.566863	162.500254	186.145262	141.459561	181.896162	235.449788	172.927641	182.114877	0	143.40745
g10070.t1	g10070	0.208322	0	0	0.026838	0	0.211926	0	0.029169	0	0.152928	0.07529	0	0.852807	2.412443	1.207959	1.981512	2.66365	100.816291	112.906394	10.128441	9.696884	9.141181	0.855335	2.629636	15.199116	0	0.176362	0	0	0.072118	0	0.05626	0.510495	20.800145	6.809579	3.484562	1.90574	0	5.466445	4.98903	1.558746	1.013039	1.029584	0.320592	1.494966	17.703235	1.482167	13.07798	0	1.343012
g10071.t1	g10071	0	0	0	0.213484	0	0	0	0	0	0.367287	0	0	0	0	0	0.771235	0	34.326335	57.034196	8.683012	15.279603	14.668485	0	1.551799	10.431921	0.237361	0.227115	0.995226	0	0.274996	0	0	0	30.293021	1.941334	2.149544	0.585061	0	1.966527	2.472489	0.278805	0	0.23173	0	0	10.134568	1.711687	8.328631	0	0
g10072.t1	g10072	150.511632	190.352286	249.255592	166.97735	190.65993	295.444211	156.244778	203.013504	231.386987	166.748794	144.125698	161.3131	166.289899	58.617478	195.529096	58.578927	59.537173	70.725243	86.131211	77.061417	118.861913	103.96153	124.293582	44.582585	99.70246	177.307175	208.162577	269.231201	26.718217	195.390986	245.251638	166.675131	262.980725	14.901716	78.814402	62.248051	63.499643	85.705267	114.353084	114.044712	77.69327	116.372608	86.706756	98.642091	92.699393	111.420582	119.863457	106.847736	322.491224	301.242087
g10073.t1	g10073	1.679047	0	0	6.524266	0.919925	6.092048	7.396931	4.655562	1.305971	15.674515	20.117629	10.147267	178.920471	1075.387641	50.178338	47.532109	94.673099	129.438541	189.676485	834.899444	939.300674	16.881898	72.939464	377.929683	354.916644	3.660581	0.800268	0	4.86101	3.645167	0	10.284031	0	556.730178	98.141352	401.597192	348.0333	22.857798	16.25733	34.03744	63.477436	102.739536	28.703919	17.872941	98.600249	35.93941	16.308337	56.351795	0	0
g10074.t1	g10074	55.356962	55.215696	36.373789	106.408979	89.184821	53.965594	129.711648	140.209632	162.955752	529.10209	727.106216	586.58305	194.854428	211.142802	136.044989	61.442504	64.061297	67.457191	55.275769	169.368879	237.601875	87.529848	143.992842	85.205518	63.852544	163.163058	220.195556	193.717085	139.018648	180.61798	276.955237	447.359489	412.07448	10.983475	115.929695	111.288123	139.443327	304.340237	73.178591	63.848209	73.721751	102.743482	76.025677	93.257843	92.426728	62.317709	21.907398	46.119593	17.617829	10.612107
g10075.t1	g10075	19.114042	30.116307	49.965293	32.336323	59.57183	62.377594	49.892303	91.519668	78.153492	63.929381	38.690395	58.456243	38.744031	32.845939	18.02151	23.136399	18.030426	19.07135	15.731048	19.561414	24.424325	13.541239	16.198775	15.100047	20.116979	53.54466	91.532506	74.172767	17.643566	99.477183	90.20119	60.319967	84.056692	4.592888	17.518799	8.830681	17.142702	30.68069	30.357521	34.020527	21.094249	16.40559	13.339955	9.765019	24.706919	22.797886	11.840654	18.333937	19.589148	12.984353
g10076.t1	g10076	8.178964	16.529303	8.583775	9.260644	8.971222	6.086471	8.843897	12.831079	7.69857	4.423664	3.681789	6.043565	12.506632	4.460781	5.089526	4.590981	2.126518	15.347875	22.840907	14.893061	16.348323	11.984057	12.75299	14.803524	25.571405	9.88019	7.268574	5.28803	2.526089	10.785653	4.858704	6.274211	6.515125	11.566581	23.358978	15.513355	16.71687	2.50542	32.667081	37.009212	5.559861	6.471684	11.441721	9.704847	26.985018	29.314285	44.799596	29.74364	121.505982	123.690274
g10077.t1	g10077	0	0	4.894902	0	0	0	0	0.472606	0	0	0	0	6.552244	0	0	11.374393	0	0	0	7.106732	0	20.527738	0	0	0	0	0	13.495986	0	13.486633	12.0108	0	0	15.919825	0	0	0	0	0	0	2.60655	0	0	0	0	0	0	0	0	0
g10078.t1	g10078	0	0	0	0	0	3.55911	0	0	0	0	0	0	0	0	0.439708	0.84694	0	22.770714	43.42074	2.973629	4.666117	9.068935	0	0.923777	1.361235	0	0	2.201178	0.920735	0.291839	1.990511	0	0	24.871665	1.423097	0	0	0	4.433549	1.862989	0	0	0	0	0	11.409461	1.523592	2.155206	0	0
g10079.t1	g10079	0.397812	0.467381	0	0	0	0	0	0	0	0.522722	3.054912	1.057139	9.005775	21.241333	25.376547	91.842594	120.796319	9.708725	24.475203	12.944225	24.280364	65.723671	41.333083	14.74698	2.461074	0	0	0	0.843124	0	0	0.937429	0	5.225178	27.889489	6.608711	22.257666	0	28.378643	10.219885	118.815485	53.855534	123.452907	43.805246	6.34675	22.482485	8.221322	13.487662	0	0
g1008.t1	g1008	89.436853	62.97756	224.022681	103.172392	84.213471	284.194855	105.276617	88.341841	159.193644	157.554808	156.807492	153.737347	116.213757	42.264708	43.372019	61.304074	66.43259	46.065732	74.777677	82.66905	71.304331	79.59706	50.152042	35.320283	57.066867	136.394865	97.966653	295.150688	26.496656	113.718453	318.523385	157.37929	314.919687	18.446765	41.554273	46.758506	35.729412	66.557992	60.261869	64.59263	47.10564	52.042234	45.971661	56.900576	43.435336	55.711505	63.707592	50.704196	61.141813	64.106589
g10080.t2	g10080	0.110432	0	0	0	0	0	0	0.132763	0.062941	0.292832	1.598946	0.404409	4.144323	0	0	56.77707	16.341573	5.38074	3.202598	3.753921	2.580792	90.346451	55.926317	0.974989	13.136017	0.140969	0	1.183415	0	0.162431	0	1.467588	0	8.15842	73.783539	11.571631	2.796524	50.685701	23.448877	17.698043	81.001163	37.348408	73.776716	52.419642	0.468141	25.813825	2.444435	16.874322	0	0
g10081.t1	g10081	0	0	0	0.172739	0	0	0.135647	0	0.213819	0.098901	0.120705	0.221735	0.178495	3.562911	8.185842	23.059737	25.238388	154.183391	20.054019	3.93522	3.56697	29.289175	8.119056	12.029527	1.495453	0	0	0	0	0.11244	0	0.633234	0	11.225541	23.1597	6.075553	0.473009	0	33.45877	22.024687	30.538526	21.216395	2.250208	4.52097	1.91206	60.096783	81.426899	21.120523	13.728732	11.854245
g10082.t1	g10082	0.195021	0	0	0	0	0	0	0	0.220032	0	0.310311	0.415667	0.438341	4.247756	4.252466	4.320191	3.49016	0	1.89824	10.783506	13.029016	11.976534	0	0.854303	0	0	0.228458	0	0	0	0	0	0	16.638674	0	0	2.467904	0	0	0	2.883983	1.99709	0.486238	3.689025	2.440605	0	0	0	0	0
g10083.t1	g10083	0	0	0	0	0	0	0.437962	0	0	0	0	0	0	0	0	0	0	0	0	0.658514	20.633541	14.611771	0	0	0	0	0	0	0	0	0	0	0	17.664952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g10084.t1	g10084	0	0	0	0	0	0	0	0	0	0.314536	0	0	0	2.921391	0.98689	0.470795	0	3.926903	9.02252	14.81604	10.319045	18.339569	4.052213	2.886277	7.580703	0	0	0	0	0	0	0.850682	0	22.052718	3.163902	0	2.992925	0	0	0	2.085869	0	2.156977	0	2.936974	0	1.69653	0	0	10.729389
g10085.t1	g10085	0	0	0	0	0	0	0	0	0	0	0	0	0.295895	3.207971	1.958478	2.622238	2.337851	4.154159	3.660359	4.102657	5.888861	8.174169	3.767224	15.486607	5.859605	0	0	0	0	0	0	0	0	22.38609	10.566533	6.671243	16.110882	0	5.39264	1.131111	4.5747	3.340336	2.972634	5.818833	3.226769	3.157325	0.46761	0	0	0
g10086.t1	g10086	0.053022	0.073111	0	0	0.074008	0	0	0.394394	0.121752	0.280575	0.171823	0.238005	1.666117	7.107308	6.21232	10.213572	8.034161	18.18974	17.862102	1.533533	1.282815	10.981663	6.133699	22.220927	7.475234	0.276128	0.531021	0.577507	0.580852	0.323844	0.529801	0.257227	0	25.496683	8.282425	6.152475	2.68631	0	5.670311	5.222504	12.580909	7.451869	8.484924	7.21925	2.725021	6.111796	3.9658	6.55561	0	0
g10087.t1	g10087	0.333478	0.402899	0	0.380779	0	2.684183	0.287428	0	0.738116	1.763516	0	0	0	2.01062	0	2.583892	5.711601	0	0	24.017984	27.805305	14.473367	0	3.989572	0	0	0.73293	0	0	0	3.00187	0	0	32.889701	0	5.660668	0	0	0	0	0.961855	0	0	0	0	0	0	0	0	0
g10088.t1	g10088	0.064293	0.440896	0	0.520669	0.357664	0	0.409504	0.316884	0.515986	1.021108	1.456403	0.287389	2.008256	6.963848	4.036004	6.64136	3.636192	0	2.287607	3.600144	6.179411	10.413928	0.779553	1.593985	3.012052	0.416901	0.240182	0	0.422481	0.876986	1.279335	0.779176	0.695121	8.415793	4.547101	1.866508	2.035791	4.2886	0	1.150114	4.487896	1.037948	1.34582	2.609482	0	3.217357	0.239797	3.098277	0	0
g10089.t1	g10089	0	0	0	0	0	0	0	0	0.177724	0	0	0	0.718332	0	0	0.319789	0	41.259252	0	0.905753	7.133161	2.322829	0	0.965587	0	0	0	0	0	0	0	0	0	8.314944	0	0	0	0	1.655183	1.389725	0.467003	0	0.1306	0	0	0	0	0	0	0
g1009.t1	g1009	5.435673	5.351643	3.517985	14.77635	14.568249	1.209709	15.364476	19.802713	17.335206	99.332527	130.91911	80.706896	45.414553	80.639764	59.78158	96.948835	101.929055	45.655892	56.992565	84.457511	70.450691	54.319066	67.369787	90.627509	72.196987	23.961514	65.859346	42.964705	133.148258	43.070413	37.747077	89.572907	80.028999	112.4281	71.077674	80.405453	63.521737	94.940765	53.078481	51.972293	84.557557	89.584928	69.37258	80.504307	28.211036	43.504654	14.81113	35.631184	29.050559	5.016814
g10090.t1	g10090	2.159214	1.067595	2.225612	2.627371	1.930497	1.497863	3.53276	2.262139	2.605434	0.878998	1.25554	0.951833	1.336593	17.398331	53.878991	24.473128	27.23821	4.862342	14.343638	3.367058	5.350354	18.491997	13.808386	5.00289	5.943228	2.304754	1.869311	3.01311	0.121297	2.110179	2.210864	0.939926	2.40455	6.158517	6.67738	3.21268	2.454376	0	4.735294	1.982549	38.044618	33.786469	34.97089	36.135556	2.844246	9.431109	0.620808	6.839649	29.486653	5.092124
g10091.t1	g10091	3.182502	0	0	3.574745	4.367491	0	2.607458	7.972828	3.709776	2.436455	0	0.795731	0	0	0	1.160999	0	0	0	3.884208	12.201553	9.518324	0	0	0	1.424473	2.523809	11.841135	6.395737	3.61946	5.208916	0	0	2.58849	0	6.516433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g10092.t1	g10092	3.340301	2.26006	4.5476	5.897307	6.001377	6.633513	5.985028	9.737072	5.457699	6.591939	5.226518	6.725579	3.278118	6.139967	1.259028	5.026863	7.495143	6.330713	6.823939	9.290431	10.93414	24.065628	7.573164	9.478813	4.55655	6.478453	10.967179	9.240252	3.100832	12.07397	10.168793	7.002157	6.143521	16.306934	12.044566	11.499398	6.453829	0	5.446703	2.533863	4.990831	11.612725	3.9837	8.462159	7.269646	4.821289	2.115481	4.559415	0	0
g10093.t1	g10093	90.691418	86.884012	68.112071	83.067274	57.469357	73.542318	73.376783	53.881376	66.436665	70.768275	69.904767	73.851995	68.05337	53.955034	42.894728	30.793093	42.534749	61.476712	67.248708	42.605233	56.416556	33.679926	53.690357	34.620563	69.33116	62.855944	52.652428	59.735747	11.712862	41.16011	46.059907	67.875498	49.732795	11.173113	63.724484	42.306251	62.639328	61.753606	64.082545	61.503469	44.281802	56.346847	51.93147	63.736677	87.145429	59.467508	84.385329	58.800408	68.921569	78.55477
g10094.t1	g10094	96.882892	150.396488	145.588404	91.637272	119.925935	159.405332	84.552773	125.080674	121.107841	94.618551	93.196425	90.36713	87.620046	32.902416	30.319788	37.082113	43.964858	40.223379	37.732829	45.363935	45.948201	36.326972	33.897412	35.339311	49.503777	89.715706	124.005917	134.267844	22.689138	122.295582	105.200564	84.454733	102.199714	12.3048	35.203018	41.906573	37.267946	78.887776	68.010199	62.00481	32.794148	34.156372	31.395069	28.520068	70.819463	42.026339	73.221983	46.210915	85.118138	106.044689
